folio,fecha,hora_inicio,hora_fin,duracion_min,encuestador_id,encuestador_nombre,seccion,satisfaccion_amlo,satisfaccion_cs,programas_bienestar,sabia_designacion,conoce_ivan,opinion_ivan,cercania_ivan,representa_4t,intencion_voto,descripcion_ivan,prioridad_gobernador,edad,sexo,nivel_educativo,recibe_bienestar
IGU-4332,2025-06-12,10:43,10:52,9.5,E33,Laura Torres,1538,Muy satisfecho,Regular,Poco,"No lo sabía, pero me parece bien",Sí,Mala,Algo cercano,En parte,No,No lo conozco bien,Seguridad,70,Hombre,Secundaria,No
IGU-4333,2025-06-12,14:53,15:08,15.3,E33,Laura Torres,1538,Muy satisfecho,Regular,Mucho,No sabe / No contesta,Sí,Muy buena,Algo cercano,"Sí, totalmente",No sabe / No contesta,No lo conozco bien,Empleo / economía,48,Hombre,Universidad,Sí
IGU-4334,2025-06-12,14:18,14:31,13.6,E33,Laura Torres,1538,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",Sí,Buena,Algo cercano,No sabe / No contesta,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,51,Hombre,Primaria,Sí
IGU-4335,2025-06-12,10:29,10:43,14.4,E33,Laura Torres,1538,Regular,Satisfecho,Algo,No sabe / No contesta,Sí,Regular,Muy cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Seguridad,50,Hombre,Preparatoria,Sí
IGU-4336,2025-06-12,15:36,15:47,11.1,E33,Laura Torres,1538,Satisfecho,Satisfecho,Algo,"Sí, lo sabía",Sí,Regular,No sabe / No contesta,"Sí, totalmente",No,Es un operador del gobierno federal,Programas sociales,54,Mujer,Secundaria,No
IGU-4337,2025-06-12,12:52,13:00,8.0,E33,Laura Torres,1492,Muy satisfecho,Muy satisfecho,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Empleo / economía,46,Mujer,Preparatoria,Sí
IGU-4338,2025-06-12,10:23,10:37,14.5,E33,Laura Torres,1503,Muy satisfecho,Muy satisfecho,Mucho,"Sí, lo sabía",Sí,Muy buena,Poco cercano,No sabe / No contesta,No sabe / No contesta,No lo conozco bien,Seguridad,22,Hombre,Preparatoria,Sí
IGU-4339,2025-06-12,11:27,11:33,6.8,E33,Laura Torres,1480,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,"Sí, totalmente",Probablemente sí,Es un operador del gobierno federal,Salud,32,Hombre,Primaria,No
IGU-4340,2025-06-12,11:15,11:27,12.0,E33,Laura Torres,1538,Muy satisfecho,Insatisfecho,Poco,"Sí, lo sabía",No,No aplica,Muy cercano,"Sí, totalmente",Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,29,Hombre,Preparatoria,Sí
IGU-4341,2025-06-12,12:29,12:44,15.8,E33,Laura Torres,1538,Satisfecho,Satisfecho,Mucho,No sabe / No contesta,No,No aplica,Algo cercano,No sabe / No contesta,No sabe / No contesta,Es un operador del gobierno federal,Programas sociales,67,Hombre,Preparatoria,Sí
IGU-4342,2025-06-12,15:06,15:19,13.6,E33,Laura Torres,1538,Muy satisfecho,Satisfecho,Poco,"Sí, lo sabía",Sí,Muy buena,Algo cercano,"Sí, totalmente",Probablemente no,No tengo una opinión clara,Seguridad,69,Mujer,Universidad,No
IGU-4343,2025-06-12,16:48,17:06,18.8,E33,Laura Torres,1538,Satisfecho,Insatisfecho,Nada,"Sí, lo sabía",Sí,Buena,Algo cercano,En parte,"Sí, con seguridad",Es un operador del gobierno federal,Seguridad,40,Mujer,Preparatoria,Sí
IGU-4344,2025-06-12,16:07,16:23,16.1,E33,Laura Torres,1538,Satisfecho,Regular,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,"Sí, totalmente",Probablemente sí,No tengo una opinión clara,Infraestructura,48,Mujer,Universidad,Sí
IGU-4345,2025-06-12,10:52,11:03,11.0,E33,Laura Torres,1538,Satisfecho,Regular,Poco,"No lo sabía, pero me parece bien",Sí,Buena,Algo cercano,"Sí, totalmente","Sí, con seguridad",No tengo una opinión clara,Seguridad,21,Hombre,Posgrado,Sí
IGU-4346,2025-06-12,16:32,16:45,13.1,E43,Silvia Pacheco,1548,Satisfecho,Insatisfecho,Nada,No lo sabía y no me interesa,Sí,Buena,Muy cercano,En parte,"Sí, con seguridad",No tengo una opinión clara,Infraestructura,54,Hombre,Universidad,No
IGU-4347,2025-06-12,11:22,11:34,12.9,E43,Silvia Pacheco,1548,Satisfecho,Satisfecho,Poco,"Sí, lo sabía",Sí,Buena,Algo cercano,"Sí, totalmente",No sabe / No contesta,No tengo una opinión clara,Educación,75,Mujer,Primaria,Sí
IGU-4348,2025-06-12,16:30,16:38,8.3,E43,Silvia Pacheco,1548,Regular,Satisfecho,Poco,No lo sabía y no me interesa,No,No aplica,Muy cercano,No sabe / No contesta,No,No lo conozco bien,Programas sociales,26,Hombre,Preparatoria,Sí
IGU-4349,2025-06-12,11:05,11:15,10.2,E43,Silvia Pacheco,1548,Regular,Satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Buena,Muy cercano,No sabe / No contesta,No,Es una persona de trabajo y territorio,Empleo / economía,70,Mujer,Universidad,Sí
IGU-4350,2025-06-12,14:42,14:53,11.3,E43,Silvia Pacheco,1548,Insatisfecho,Regular,Algo,No sabe / No contesta,Sí,Muy buena,No sabe / No contesta,"Sí, totalmente",Probablemente no,No tengo una opinión clara,Programas sociales,39,Hombre,Universidad,Sí
IGU-4351,2025-06-12,11:53,11:59,6.9,E43,Silvia Pacheco,1548,Muy satisfecho,Muy satisfecho,Mucho,"Sí, lo sabía",Sí,Regular,Poco cercano,No sabe / No contesta,Probablemente no,Es una persona de trabajo y territorio,Seguridad,41,Mujer,Universidad,Sí
IGU-4352,2025-06-12,10:25,10:38,13.1,E43,Silvia Pacheco,1548,Regular,Satisfecho,Algo,No lo sabía y no me interesa,No,No aplica,Muy cercano,En parte,No,Es un operador del gobierno federal,Empleo / economía,75,Mujer,Secundaria,No
IGU-4353,2025-06-12,16:56,17:08,12.3,E43,Silvia Pacheco,1548,Muy satisfecho,Satisfecho,Algo,No lo sabía y no me interesa,No,No aplica,No sabe / No contesta,"Sí, totalmente",Probablemente sí,No lo conozco bien,Seguridad,74,Mujer,Preparatoria,Sí
IGU-4354,2025-06-12,12:40,12:48,8.0,E43,Silvia Pacheco,1548,Regular,Insatisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Regular,Poco cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Seguridad,65,Hombre,Preparatoria,No
IGU-4355,2025-06-12,10:44,10:58,14.2,E43,Silvia Pacheco,1494,Satisfecho,Satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Muy cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Educación,57,Hombre,Universidad,Sí
IGU-4356,2025-06-12,14:44,14:59,15.1,E10,Eduardo Reyes,1501,Satisfecho,Regular,Mucho,"Sí, lo sabía",Sí,Buena,Algo cercano,"Sí, totalmente",Probablemente no,No lo conozco bien,Programas sociales,42,Hombre,Secundaria,Sí
IGU-4357,2025-06-12,11:18,11:31,13.7,E10,Eduardo Reyes,1528,Muy satisfecho,Satisfecho,Algo,No sabe / No contesta,No,No aplica,Algo cercano,No sabe / No contesta,"Sí, con seguridad",Es un operador del gobierno federal,Empleo / economía,54,Hombre,Secundaria,Sí
IGU-4358,2025-06-12,10:43,10:55,12.0,E10,Eduardo Reyes,1528,Insatisfecho,Muy satisfecho,Nada,"Sí, lo sabía",No,No aplica,Algo cercano,No sabe / No contesta,Probablemente sí,No lo conozco bien,Salud,48,Hombre,Preparatoria,Sí
IGU-4359,2025-06-12,16:26,16:40,14.8,E10,Eduardo Reyes,1528,Satisfecho,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,"Sí, totalmente","Sí, con seguridad",Es una persona de trabajo y territorio,Salud,39,Hombre,Posgrado,Sí
IGU-4360,2025-06-12,10:54,11:09,15.0,E10,Eduardo Reyes,1528,Insatisfecho,Regular,Poco,No sabe / No contesta,No,No aplica,Poco cercano,En parte,"Sí, con seguridad",No lo conozco bien,Educación,25,Mujer,Preparatoria,No
IGU-4361,2025-06-12,14:55,15:08,13.9,E10,Eduardo Reyes,1528,Satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Seguridad,45,Mujer,Secundaria,Sí
IGU-4362,2025-06-12,15:11,15:21,10.5,E45,Carmen Mendez,1547,Muy satisfecho,Muy satisfecho,Nada,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No sabe / No contesta,Probablemente no,Es un operador del gobierno federal,Seguridad,38,Mujer,Posgrado,Sí
IGU-4363,2025-06-12,12:55,13:08,13.8,E45,Carmen Mendez,1547,Satisfecho,Muy satisfecho,Nada,"No lo sabía, pero me parece bien",Sí,Buena,Poco cercano,En parte,Probablemente no,Es una persona de trabajo y territorio,Seguridad,69,Hombre,Preparatoria,Sí
IGU-4364,2025-06-12,14:29,14:45,16.6,E45,Carmen Mendez,1547,Regular,Satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,"Sí, totalmente",Probablemente no,No lo conozco bien,Seguridad,27,Mujer,Universidad,Sí
IGU-4365,2025-06-12,15:08,15:19,11.2,E45,Carmen Mendez,1493,Regular,Satisfecho,Mucho,No sabe / No contesta,No,No aplica,Muy cercano,No,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,40,Hombre,Secundaria,No
IGU-4366,2025-06-12,10:45,11:04,19.3,E45,Carmen Mendez,1547,Muy satisfecho,Insatisfecho,Algo,No lo sabía y no me interesa,No,No aplica,Muy cercano,"Sí, totalmente","Sí, con seguridad",Es un operador del gobierno federal,Programas sociales,59,Mujer,Primaria,Sí
IGU-4367,2025-06-12,11:49,12:00,11.4,E45,Carmen Mendez,1547,Satisfecho,Regular,Mucho,"No lo sabía, pero me parece bien",Sí,Buena,Muy cercano,No,No,No lo conozco bien,Programas sociales,36,Mujer,Preparatoria,Sí
IGU-4368,2025-06-12,10:45,10:58,13.1,E45,Carmen Mendez,1547,Satisfecho,Regular,Mucho,"Sí, lo sabía",No,No aplica,Algo cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Seguridad,34,Hombre,Universidad,Sí
IGU-4369,2025-06-12,16:22,16:33,11.0,E45,Carmen Mendez,1556,Regular,Regular,Mucho,"Sí, lo sabía",Sí,Buena,No sabe / No contesta,No,No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,61,Mujer,Posgrado,Sí
IGU-4370,2025-06-12,13:21,13:34,13.7,E49,Lucía Pedroza,1487,Satisfecho,Muy satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Muy buena,Algo cercano,En parte,Probablemente sí,No lo conozco bien,Seguridad,44,Hombre,Preparatoria,Sí
IGU-4371,2025-06-12,14:22,14:29,7.8,E49,Lucía Pedroza,1487,Regular,Regular,Mucho,No sabe / No contesta,No,No aplica,Algo cercano,En parte,Probablemente no,No lo conozco bien,Seguridad,46,Hombre,Universidad,No
IGU-4372,2025-06-12,12:31,12:42,11.4,E49,Lucía Pedroza,1487,Muy satisfecho,Satisfecho,Algo,No sabe / No contesta,Sí,Mala,Muy cercano,"Sí, totalmente","Sí, con seguridad",Es una persona de trabajo y territorio,Empleo / economía,33,Mujer,Secundaria,No
IGU-4373,2025-06-12,16:44,16:53,9.7,E49,Lucía Pedroza,1487,Muy satisfecho,Satisfecho,Poco,No sabe / No contesta,No,No aplica,Poco cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Seguridad,28,Hombre,Preparatoria,Sí
IGU-4374,2025-06-12,14:52,15:05,13.4,E49,Lucía Pedroza,1487,Satisfecho,Insatisfecho,Mucho,No lo sabía y no me interesa,Sí,Regular,Algo cercano,"Sí, totalmente","Sí, con seguridad",Es un operador del gobierno federal,Seguridad,24,Mujer,Primaria,Sí
IGU-4375,2025-06-12,11:40,11:56,16.0,E49,Lucía Pedroza,1487,Satisfecho,Satisfecho,Mucho,No sabe / No contesta,Sí,Buena,Poco cercano,En parte,Probablemente sí,No tengo una opinión clara,Educación,31,Mujer,Preparatoria,No
IGU-4376,2025-06-12,09:27,09:41,14.9,E49,Lucía Pedroza,1556,Regular,Satisfecho,Algo,"Sí, lo sabía",Sí,Buena,Muy cercano,En parte,No,Es una persona de trabajo y territorio,Educación,51,Mujer,Secundaria,No
IGU-4377,2025-06-12,15:01,15:06,5.9,E27,Gerardo Fuentes,1497,Satisfecho,Satisfecho,Algo,No lo sabía y no me interesa,Sí,Regular,Muy cercano,No sabe / No contesta,"Sí, con seguridad",No lo conozco bien,Empleo / economía,59,Hombre,Secundaria,No
IGU-4378,2025-06-12,15:00,15:19,19.1,E27,Gerardo Fuentes,1497,Muy satisfecho,Insatisfecho,Mucho,No lo sabía y no me interesa,Sí,Buena,Muy cercano,No,Probablemente sí,No lo conozco bien,Salud,25,Mujer,Secundaria,No
IGU-4379,2025-06-12,16:43,16:56,13.9,E27,Gerardo Fuentes,1497,Regular,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,"Sí, totalmente",No sabe / No contesta,No tengo una opinión clara,Salud,45,Hombre,Preparatoria,No
IGU-4380,2025-06-12,09:52,10:02,10.7,E27,Gerardo Fuentes,1497,Muy satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,No sabe / No contesta,"Sí, totalmente",Probablemente sí,Es un operador del gobierno federal,Infraestructura,68,Hombre,Secundaria,Sí
IGU-4381,2025-06-12,13:36,13:49,13.5,E27,Gerardo Fuentes,1552,Muy satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Muy buena,Muy cercano,En parte,No sabe / No contesta,No tengo una opinión clara,Seguridad,59,Mujer,Universidad,Sí
IGU-4382,2025-06-12,11:02,11:15,13.5,E27,Gerardo Fuentes,1497,Satisfecho,Regular,Algo,"No lo sabía, pero me parece bien",Sí,Muy buena,Muy cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Seguridad,63,Hombre,Universidad,Sí
IGU-4383,2025-06-12,10:46,10:57,11.0,E27,Gerardo Fuentes,1497,Muy satisfecho,Regular,Poco,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,En parte,"Sí, con seguridad",No tengo una opinión clara,Empleo / economía,71,Mujer,Preparatoria,Sí
IGU-4384,2025-06-12,11:19,11:32,13.6,E27,Gerardo Fuentes,1497,Regular,Muy satisfecho,Algo,No sabe / No contesta,No,No aplica,Algo cercano,En parte,Probablemente sí,No lo conozco bien,Empleo / economía,41,Mujer,Preparatoria,Sí
IGU-4385,2025-06-12,10:16,10:27,11.2,E27,Gerardo Fuentes,1497,Muy satisfecho,Satisfecho,Mucho,"Sí, lo sabía",Sí,Buena,Poco cercano,"Sí, totalmente",Probablemente sí,No tengo una opinión clara,Programas sociales,59,Hombre,Primaria,Sí
IGU-4386,2025-06-12,12:28,12:39,11.8,E27,Gerardo Fuentes,1498,Regular,Regular,Poco,No sabe / No contesta,Sí,Muy buena,Muy cercano,"Sí, totalmente",No,No lo conozco bien,Empleo / economía,36,Mujer,Universidad,Sí
IGU-4387,2025-06-12,11:15,11:25,10.9,E27,Gerardo Fuentes,1497,Regular,Satisfecho,Poco,No lo sabía y no me interesa,No,No aplica,Muy cercano,En parte,"Sí, con seguridad",Es un operador del gobierno federal,Seguridad,74,Hombre,Preparatoria,No
IGU-4388,2025-06-12,16:21,16:29,8.7,E48,Norma Estrada,1534,Muy satisfecho,Insatisfecho,Poco,"No lo sabía, pero me parece bien",No,No aplica,No sabe / No contesta,No sabe / No contesta,No,Es un operador del gobierno federal,Seguridad,34,Mujer,Universidad,Sí
IGU-4389,2025-06-12,10:11,10:24,13.4,E48,Norma Estrada,1556,Satisfecho,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,Muy cercano,No,Probablemente sí,No tengo una opinión clara,Educación,18,Mujer,Secundaria,Sí
IGU-4390,2025-06-12,10:42,10:56,14.8,E48,Norma Estrada,1556,Regular,Muy satisfecho,Algo,No sabe / No contesta,No,No aplica,Muy cercano,No sabe / No contesta,Probablemente sí,No lo conozco bien,Educación,47,Hombre,Secundaria,Sí
IGU-4391,2025-06-12,13:51,14:05,14.5,E48,Norma Estrada,1556,Insatisfecho,Regular,Nada,No lo sabía y no me interesa,No,No aplica,Poco cercano,No sabe / No contesta,No,No tengo una opinión clara,Programas sociales,61,Mujer,Secundaria,No
IGU-4392,2025-06-12,09:09,09:24,15.5,E48,Norma Estrada,1556,Satisfecho,Regular,Poco,No sabe / No contesta,Sí,Buena,Poco cercano,En parte,"Sí, con seguridad",No tengo una opinión clara,Empleo / economía,23,Mujer,Secundaria,No
IGU-4393,2025-06-12,15:25,15:39,14.0,E48,Norma Estrada,1530,Muy satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Buena,Algo cercano,No sabe / No contesta,Probablemente no,Es una persona de trabajo y territorio,Programas sociales,50,Hombre,Secundaria,Sí
IGU-4394,2025-06-12,09:48,09:59,11.4,E48,Norma Estrada,1556,Muy satisfecho,Regular,Algo,"No lo sabía, pero me parece bien",Sí,No sabe / No contesta,Algo cercano,No sabe / No contesta,No sabe / No contesta,Es un operador del gobierno federal,Educación,59,Mujer,Secundaria,Sí
IGU-4395,2025-06-12,11:51,12:06,15.5,E48,Norma Estrada,1556,Muy satisfecho,Muy satisfecho,Mucho,No sabe / No contesta,Sí,Regular,Algo cercano,"Sí, totalmente",Probablemente sí,Es una persona de trabajo y territorio,Seguridad,32,Mujer,Preparatoria,Sí
IGU-4396,2025-06-12,11:16,11:24,8.9,E48,Norma Estrada,1556,Regular,Muy satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Muy cercano,"Sí, totalmente","Sí, con seguridad",Es una persona de trabajo y territorio,Seguridad,28,Mujer,Primaria,Sí
IGU-4397,2025-06-12,14:32,14:42,10.3,E09,Fernando Cruz,1493,Regular,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,En parte,"Sí, con seguridad",Es un operador del gobierno federal,Seguridad,30,Hombre,Secundaria,Sí
IGU-4398,2025-06-12,11:28,11:38,10.1,E09,Fernando Cruz,1493,Satisfecho,Satisfecho,Algo,No lo sabía y no me interesa,No,No aplica,No sabe / No contesta,No sabe / No contesta,Probablemente sí,Es un operador del gobierno federal,Seguridad,41,Hombre,Preparatoria,Sí
IGU-4399,2025-06-12,11:34,11:50,16.2,E09,Fernando Cruz,1497,Satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Regular,Poco cercano,"Sí, totalmente",Probablemente no,Es un operador del gobierno federal,Seguridad,46,Hombre,Universidad,No
IGU-4400,2025-06-12,15:10,15:25,15.8,E09,Fernando Cruz,1493,Muy satisfecho,Regular,Algo,No sabe / No contesta,No,No aplica,No sabe / No contesta,En parte,"Sí, con seguridad",Es un operador del gobierno federal,Educación,30,Hombre,Primaria,Sí
IGU-4401,2025-06-12,12:23,12:37,14.5,E09,Fernando Cruz,1493,Muy satisfecho,Regular,Algo,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,"Sí, totalmente",Probablemente no,No lo conozco bien,Educación,39,Mujer,Secundaria,No
IGU-4402,2025-06-12,09:50,10:06,16.2,E09,Fernando Cruz,1493,Muy satisfecho,Regular,Poco,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No sabe / No contesta,Probablemente sí,No tengo una opinión clara,Educación,54,Mujer,Preparatoria,Sí
IGU-4403,2025-06-12,14:25,14:35,10.4,E09,Fernando Cruz,1493,Satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Regular,Algo cercano,"Sí, totalmente",No sabe / No contesta,No lo conozco bien,Seguridad,44,Mujer,Preparatoria,Sí
IGU-4404,2025-06-12,14:52,15:06,14.0,E09,Fernando Cruz,1554,Muy satisfecho,Regular,Mucho,No lo sabía y no me interesa,Sí,Buena,Algo cercano,No,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,18,Hombre,Universidad,Sí
IGU-4405,2025-06-12,09:22,09:34,12.6,E09,Fernando Cruz,1493,Muy satisfecho,Satisfecho,Poco,No lo sabía y no me interesa,No,No aplica,No sabe / No contesta,"Sí, totalmente",Probablemente sí,No lo conozco bien,Empleo / economía,63,Hombre,Preparatoria,No
IGU-4406,2025-06-12,10:17,10:32,15.5,E09,Fernando Cruz,1493,Satisfecho,Satisfecho,Poco,"No lo sabía, pero me parece bien",Sí,Regular,Poco cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Programas sociales,69,Hombre,Preparatoria,Sí
IGU-4407,2025-06-12,11:22,11:34,12.7,E09,Fernando Cruz,1493,Satisfecho,Satisfecho,Mucho,No sabe / No contesta,Sí,Buena,Muy cercano,No,"Sí, con seguridad",Es un operador del gobierno federal,Seguridad,31,Hombre,Preparatoria,No
IGU-4408,2025-06-12,13:01,13:12,11.8,E12,Jorge Castillo,1533,Muy satisfecho,Insatisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No,Probablemente sí,No tengo una opinión clara,Seguridad,20,Mujer,Preparatoria,No
IGU-4409,2025-06-12,13:05,13:19,14.6,E12,Jorge Castillo,1549,Muy satisfecho,Satisfecho,Algo,No sabe / No contesta,Sí,Buena,Algo cercano,No sabe / No contesta,Probablemente no,Es una persona de trabajo y territorio,Educación,51,Hombre,Universidad,No
IGU-4410,2025-06-12,15:01,15:16,15.6,E12,Jorge Castillo,1549,Satisfecho,Muy satisfecho,Nada,"Sí, lo sabía",No,No aplica,No sabe / No contesta,No,"Sí, con seguridad",No tengo una opinión clara,Infraestructura,45,Mujer,Preparatoria,Sí
IGU-4411,2025-06-12,09:37,09:48,11.0,E12,Jorge Castillo,1549,Regular,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,Poco cercano,En parte,No sabe / No contesta,Es una persona de trabajo y territorio,Empleo / economía,50,Hombre,Preparatoria,Sí
IGU-4412,2025-06-12,10:39,10:51,12.8,E12,Jorge Castillo,1552,Regular,Satisfecho,Poco,"Sí, lo sabía",Sí,Muy buena,Muy cercano,En parte,No,Es una persona de trabajo y territorio,Seguridad,40,Hombre,Preparatoria,Sí
IGU-4413,2025-06-12,14:08,14:17,9.8,E12,Jorge Castillo,1549,Muy satisfecho,Muy satisfecho,Algo,"Sí, lo sabía",No,No aplica,Muy cercano,No,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,61,Hombre,Primaria,No
IGU-4414,2025-06-12,16:09,16:14,5.5,E12,Jorge Castillo,1549,Satisfecho,Satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Algo cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Programas sociales,65,Mujer,Universidad,No
IGU-4415,2025-06-12,12:29,12:42,13.6,E12,Jorge Castillo,1549,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,Poco cercano,"Sí, totalmente",Probablemente no,Es un operador del gobierno federal,Empleo / economía,47,Hombre,Preparatoria,Sí
IGU-4416,2025-06-12,10:01,10:15,14.8,E12,Jorge Castillo,1549,Satisfecho,Muy satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Regular,Muy cercano,"Sí, totalmente",Probablemente no,Es una persona de trabajo y territorio,Seguridad,40,Mujer,Universidad,Sí
